balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
359.8,3,4298.116666666667,12894.35,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
628.58,2,5211.75,10423.5,2,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
83.15,3,1584.7066666666667,4754.12,3,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
256.27,1,10065.44,10065.44,1,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
960.73,3,6335.03,19005.09,3,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
687.12,6,6633.338333333333,39800.03,6,3,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
505.05,1,5669.26,5669.26,1,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
421.87,4,4191.964999999999,16767.859999999997,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
114.24,1,4284.72,4284.72,1,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
377.95,1,7416.000000000001,7416.000000000001,1,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
271.44,4,5649.549999999999,22598.199999999997,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
445.59,3,3672.78,11018.34,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
782.83,3,1883.6733333333334,5651.02,3,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
149.0,8,3287.135,26297.08,8,3,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
837.99,1,2888.93,2888.93,1,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
159.05,2,3880.4,7760.8,2,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
98.24,3,4523.723333333334,13571.170000000002,3,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
481.18,2,5808.625000000001,11617.250000000002,2,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
176.0,2,847.6,1695.2,2,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
30.67,4,3053.175,12212.7,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
464.09,3,6532.316666666667,19596.95,3,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
97.65,2,6658.070000000001,13316.140000000001,2,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
50.48,2,4102.985000000001,8205.970000000001,2,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
919.94,6,2771.366666666667,16628.2,6,3,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
352.14,3,3393.963333333333,10181.89,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
134.89,4,4003.5199999999995,16014.079999999998,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
50.83,5,3771.012,18855.06,5,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
863.94,2,5547.91,11095.82,2,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
469.72,6,4382.073333333334,26292.440000000002,6,3,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
33.68,3,3748.3700000000003,11245.11,3,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
654.01,2,6108.139999999999,12216.279999999999,2,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
523.48,1,6159.74,6159.74,1,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
818.42,6,5133.058333333333,30798.350000000002,6,3,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
362.83,2,2676.005,5352.01,2,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
40.9,2,6898.5650000000005,13797.130000000001,2,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
400.64,2,1169.05,2338.1,2,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
639.74,3,3928.683333333333,11786.05,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
584.04,3,3607.5066666666667,10822.52,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
844.62,3,7978.483333333334,23935.45,3,4,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
648.64,4,2732.06,10928.24,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
819.98,4,4679.56,18718.24,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
693.94,3,4107.1866666666665,12321.56,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
981.94,6,5061.614999999999,30369.689999999995,6,3,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
688.22,3,4073.783333333333,12221.349999999999,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
439.0,4,5706.1675,22824.67,4,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
383.12,1,1404.13,1404.13,1,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
600.89,2,870.36,1740.72,2,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
216.71,2,3616.9900000000002,7233.9800000000005,2,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
233.63,3,1230.28,3690.84,3,1,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
23.01,2,3433.655,6867.31,2,0,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
586.36,3,4982.34,14947.02,3,2,customer_segmentation,customer_segmentation_1748636905,2025-05-31 01:30:05.362302
