balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
120.89,6,4141.278333333335,24847.670000000006,6,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
260.7,2,4537.485,9074.97,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
805.75,5,5563.058,27815.29,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
283.77,4,5647.297500000001,22589.190000000002,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
336.11,4,5365.304999999999,21461.219999999998,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
873.67,6,4218.665,25311.99,6,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
462.96,7,4166.96,29168.719999999998,7,3,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
255.51,5,3939.5899999999992,19697.949999999997,5,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
765.4,4,1520.5775,6082.31,4,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
827.76,1,692.8,692.8,1,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
572.27,1,3540.6099999999997,3540.6099999999997,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
976.39,2,4034.485,8068.97,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
918.93,4,2786.3174999999997,11145.269999999999,4,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
639.43,2,2403.265,4806.53,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
902.91,2,6250.69,12501.38,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
734.69,5,6276.433999999999,31382.17,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
439.18,4,4020.2924999999996,16081.169999999998,4,2,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
872.92,4,2409.585,9638.34,4,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
200.4,2,6631.885,13263.77,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
789.86,2,4606.04,9212.08,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
729.25,5,4438.336,22191.68,5,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
90.24,3,4754.363333333334,14263.09,3,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
461.94,2,1425.225,2850.45,2,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
884.23,2,4320.57,8641.14,2,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
932.12,3,2975.4233333333336,8926.27,3,0,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
467.11,4,7064.24,28256.96,4,1,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
430.44,1,3633.59,3633.59,1,4,customer_segmentation,customer_segmentation_1748639216,2025-05-31 02:08:21.000798
