balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
750.38,4,3651.7075000000004,14606.830000000002,4,4,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
981.27,1,10001.679999999998,10001.679999999998,1,0,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
815.21,1,4611.32,4611.32,1,1,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
729.69,5,3136.148,15680.74,5,4,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
113.44,5,3187.79,15938.95,5,2,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
824.82,4,3745.5,14982.0,4,4,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
301.03,1,6962.71,6962.71,1,0,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
870.0,3,2198.5933333333332,6595.78,3,4,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
464.16,1,4166.96,4166.96,1,1,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
5.51,5,5316.234,26581.170000000002,5,3,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
145.83,3,2716.9300000000003,8150.790000000001,3,2,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
407.17,4,4184.3025,16737.21,4,2,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
382.69,6,4214.558333333333,25287.35,6,3,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
304.12,4,3840.9225,15363.69,4,2,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
846.5,1,7808.119999999999,7808.119999999999,1,0,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
327.89,3,5446.626666666666,16339.879999999997,3,2,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
70.29,1,2242.14,2242.14,1,1,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
157.17,3,1684.1033333333335,5052.31,3,1,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
982.37,1,2268.5,2268.5,1,1,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
979.68,4,4145.72,16582.88,4,4,customer_segmentation,customer_segmentation_1748638826,2025-05-31 02:02:19.369179
