balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
712.53,4,4528.165,18112.66,3,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
994.06,5,4126.752,20633.760000000002,5,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
964.93,2,2685.425,5370.85,2,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
58.56,4,4276.125,17104.5,4,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
685.7,1,2565.22,2565.22,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
216.38,4,2837.8949999999995,11351.579999999998,4,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
896.9,2,5246.035,10492.07,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
235.64,6,3722.778333333333,22336.67,6,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
229.91,1,3398.08,3398.08,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
708.96,4,4320.34,17281.36,4,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
159.62,2,245.03500000000003,490.07000000000005,2,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
625.91,1,6531.06,6531.06,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
923.55,5,6583.244000000001,32916.22,5,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
563.19,6,1769.0916666666665,10614.55,6,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
21.54,3,5732.52,17197.56,3,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
660.26,2,6224.2699999999995,12448.539999999999,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
190.18,2,4436.925,8873.85,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
714.37,2,4535.74,9071.48,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
336.96,5,5370.436,26852.18,5,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
630.34,1,6168.24,6168.24,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
472.67,3,3905.723333333333,11717.169999999998,3,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
774.21,4,4087.9675000000007,16351.870000000003,4,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
534.12,1,5333.09,5333.09,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
511.49,1,5127.47,5127.47,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
514.65,3,2495.683333333333,7487.049999999999,3,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
340.01,4,4725.3875,18901.55,4,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
298.21,1,7919.25,7919.25,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
486.16,2,1197.45,2394.9,2,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
881.6,4,2748.875,10995.5,4,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
601.41,1,3337.44,3337.44,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
255.17,5,6524.456,32622.28,4,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
59.49,5,4166.2,20831.0,5,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
917.27,5,3210.6800000000003,16053.400000000001,5,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
871.63,5,2566.0620000000004,12830.310000000001,5,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
965.29,5,4195.88,20979.4,5,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
811.0,3,2747.866666666667,8243.6,3,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
367.03,4,1371.055,5484.22,4,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
183.93,1,1450.1399999999999,1450.1399999999999,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
554.45,3,2405.27,7215.8099999999995,3,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
197.91,1,6226.65,6226.65,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
849.95,3,4006.8666666666663,12020.599999999999,3,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
24.55,3,5056.87,15170.61,3,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
740.92,2,6855.48,13710.96,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
593.51,5,4033.1620000000003,20165.81,5,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
190.56,1,7186.119999999999,7186.119999999999,1,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
285.18,3,3695.3066666666673,11085.920000000002,3,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
146.16,1,808.0,808.0,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
631.14,5,3516.38,17581.9,5,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
310.72,1,2407.0199999999995,2407.0199999999995,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
364.07,3,4082.316666666666,12246.949999999999,3,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
357.88,7,4807.2357142857145,33650.65,7,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
176.4,2,2788.0200000000004,5576.040000000001,2,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
627.2,6,2726.2550000000006,16357.530000000002,6,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
962.79,1,1991.42,1991.42,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
831.72,2,3690.58,7381.16,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
318.08,3,4519.826666666667,13559.48,3,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
345.06,1,3787.38,3787.38,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
686.4,1,128.61,128.61,1,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
832.26,3,3838.2766666666666,11514.83,3,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
791.47,3,4937.6466666666665,14812.94,3,3,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
508.9,2,4824.32,9648.64,2,4,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
253.45,5,2988.496,14942.48,5,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
957.3,8,4555.965,36447.72,8,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
373.55,4,5493.672500000001,21974.690000000002,4,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
274.16,8,3472.348749999999,27778.789999999994,8,0,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
315.94,3,2901.726666666667,8705.18,3,1,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
154.65,5,4625.294,23126.47,5,2,customer_segmentation,customer_segmentation_1748642203,2025-05-31 02:59:02.817107
