balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
851.96,2,1842.97,3685.94,2,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
745.48,3,3806.4266666666667,11419.28,3,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
700.23,5,5021.39,25106.95,5,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
204.93,1,4897.26,4897.26,1,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
806.5,3,5317.72,15953.16,3,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
845.2,1,881.06,881.06,1,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
304.92,4,908.3675000000001,3633.4700000000003,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
195.61,4,1846.9924999999998,7387.969999999999,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
506.87,3,3993.5766666666664,11980.73,3,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
694.16,2,6296.650000000001,12593.300000000001,2,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
246.02,3,4426.163333333334,13278.490000000002,3,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
838.18,1,148.98,148.98,1,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
405.69,4,6528.277500000001,26113.110000000004,4,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
465.18,5,4524.3,22621.5,5,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
516.71,6,4765.365,28592.19,6,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
593.49,3,7062.389999999999,21187.17,3,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
999.99,5,2988.0739999999996,14940.369999999999,5,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
106.77,4,3462.9224999999997,13851.689999999999,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
626.28,3,5755.566666666667,17266.7,3,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
278.9,1,4386.3,4386.3,1,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
762.17,3,3462.2100000000005,10386.630000000001,3,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
821.98,2,2484.38,4968.76,2,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
66.41,2,1632.125,3264.25,2,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
747.71,5,4099.8,20499.0,5,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
501.06,8,5642.132500000001,45137.060000000005,8,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
577.62,6,5030.586666666666,30183.519999999997,5,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
758.8,1,2997.26,2997.26,1,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
480.11,4,7378.485,29513.94,4,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
155.18,2,3462.02,6924.04,2,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
953.3,4,2905.9525000000003,11623.810000000001,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
411.25,2,6368.865,12737.73,2,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
601.43,4,3009.0475,12036.19,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
55.86,3,5046.150000000001,15138.45,3,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
163.73,6,5361.646666666667,32169.880000000005,6,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
394.06,4,3088.1025,12352.41,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
675.83,2,2924.535,5849.07,2,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
405.95,2,4724.8,9449.6,2,2,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
470.55,3,4977.39,14932.170000000002,3,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
738.38,4,5158.835,20635.34,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
710.89,1,7943.54,7943.54,1,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
867.7,4,2609.475,10437.9,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
995.82,1,4739.189999999999,4739.189999999999,1,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
315.59,4,7880.359999999999,31521.439999999995,4,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
551.87,3,7245.893333333333,21737.68,3,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
975.53,2,5227.35,10454.7,2,3,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
349.67,4,3077.6624999999995,12310.649999999998,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
848.16,1,3669.7,3669.7,1,4,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
885.5,4,6352.2425,25408.97,4,0,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
461.53,4,3125.1375,12500.55,4,1,customer_segmentation,customer_segmentation_1748642392,2025-05-31 03:01:25.274147
