balance,total_orders,avg_order_value,total_spent,active_days,cluster,scenario,batch_id,timestamp
688.65,2,4452.695000000001,8905.390000000001,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
478.86,2,8124.535,16249.07,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
786.75,1,3497.3199999999997,3497.3199999999997,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
453.91,3,5636.360000000001,16909.08,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
641.03,4,4753.395,19013.58,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
991.52,3,4975.413333333333,14926.24,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
891.25,4,8165.9349999999995,32663.739999999998,4,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
504.79,2,8232.05,16464.1,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
718.48,4,4120.5475,16482.19,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
156.69,2,5638.57,11277.14,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
693.64,4,3893.585,15574.34,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
946.25,5,5376.861999999999,26884.309999999998,5,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
619.87,4,4485.3550000000005,17941.420000000002,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
585.13,1,756.64,756.64,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
584.92,3,4051.6066666666666,12154.82,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
927.93,5,5115.892,25579.46,5,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
295.21,3,3364.566666666667,10093.7,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
595.26,1,5521.46,5521.46,1,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
797.22,5,5598.882,27994.41,5,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
819.08,6,4839.551666666667,29037.310000000005,6,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
386.71,3,6647.779999999999,19943.339999999997,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
279.56,2,6437.835000000001,12875.670000000002,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
370.09,2,3377.385,6754.77,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
260.41,3,4692.846666666667,14078.54,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
801.49,8,3448.0175000000004,27584.140000000003,8,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
101.27,2,5233.915,10467.83,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
580.34,4,4437.2475,17748.99,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
422.55,2,1685.475,3370.95,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
501.93,2,3183.9700000000003,6367.9400000000005,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
693.39,1,386.52,386.52,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
774.73,2,5494.135,10988.27,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
760.47,2,2406.9449999999997,4813.889999999999,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
853.79,2,6699.73,13399.46,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
187.37,4,3821.4674999999997,15285.869999999999,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
278.6,4,3066.3374999999996,12265.349999999999,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
199.68,1,4082.9900000000002,4082.9900000000002,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
539.57,4,1676.4325000000001,6705.7300000000005,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
223.18,2,5141.835,10283.67,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
337.29,6,5656.4800000000005,33938.880000000005,6,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
630.32,2,3568.995,7137.99,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
450.76,6,4635.251666666667,27811.510000000002,6,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
360.19,4,3225.0099999999998,12900.039999999999,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
328.85,4,5181.297500000001,20725.190000000002,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
886.0,4,2267.465,9069.86,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
621.33,3,3620.78,10862.34,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
520.62,4,6113.092500000001,24452.370000000003,4,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
160.26,2,7398.105000000001,14796.210000000003,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
125.44,2,1998.435,3996.87,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
44.19,5,3658.042,18290.21,5,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
169.19,2,3649.015,7298.03,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
83.36,3,2266.6133333333332,6799.84,3,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
927.39,4,1961.9975,7847.99,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
528.84,3,7529.93,22589.79,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
875.42,2,3812.795,7625.59,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
905.89,1,5933.240000000001,5933.240000000001,1,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
655.01,4,6999.645,27998.58,4,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
87.37,1,2063.7000000000003,2063.7000000000003,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
747.86,2,4815.9800000000005,9631.960000000001,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
337.25,2,5965.5,11931.0,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
382.84,4,3502.8325000000004,14011.330000000002,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
781.87,3,3057.8933333333334,9173.68,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
248.07,2,2650.2749999999996,5300.549999999999,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
454.53,4,4261.4349999999995,17045.739999999998,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
578.3,1,2322.0199999999995,2322.0199999999995,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
15.67,3,4019.633333333333,12058.9,3,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
605.75,3,6843.099999999999,20529.3,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
585.65,3,4118.333333333333,12355.0,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
346.89,1,2136.21,2136.21,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
830.85,1,2561.73,2561.73,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
875.44,3,5271.073333333334,15813.220000000001,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
516.7,3,4876.47,14629.41,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
397.52,2,3030.06,6060.12,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
163.92,3,5531.613333333334,16594.84,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
674.88,3,6558.746666666666,19676.239999999998,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
571.5,2,4487.224999999999,8974.449999999999,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
227.47,7,4976.967142857144,34838.770000000004,7,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
702.65,6,6235.7699999999995,37414.619999999995,6,4,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
6.43,1,3626.59,3626.59,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
881.51,2,5230.47,10460.94,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
732.06,3,3646.0200000000004,10938.060000000001,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
878.34,4,2682.8824999999997,10731.529999999999,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
132.46,2,4585.84,9171.68,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
587.06,6,2874.7316666666666,17248.39,6,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
502.64,6,4226.245,25357.47,5,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
878.68,3,5948.633333333334,17845.9,3,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
687.65,3,4292.833333333333,12878.5,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
308.09,1,4549.540000000001,4549.540000000001,1,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
5.52,2,5805.595,11611.19,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
363.96,4,3340.7250000000004,13362.900000000001,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
89.88,2,3970.5699999999997,7941.139999999999,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
183.61,3,3031.7599999999998,9095.279999999999,3,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
731.88,2,5648.45,11296.9,2,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
730.86,1,4877.96,4877.96,1,0,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
480.78,2,3200.635,6401.27,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
666.61,3,3090.9166666666665,9272.75,3,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
399.03,7,4442.950000000001,31100.650000000005,7,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
69.74,2,2737.5449999999996,5475.089999999999,2,3,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
296.65,4,4565.287499999999,18261.149999999998,4,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
275.9,7,4553.7985714285705,31876.589999999997,7,1,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
579.46,5,2280.13,11400.65,5,2,customer_segmentation,customer_segmentation_1748639411,2025-05-31 02:12:25.189433
